,0,1,2,3,4,5,6,7
163,IRO1BHMN0001,N1,خودرو و ساخت قطعات,تابلو اصلي,BHMN1,Bahman Group,26824673819862694,گروه‌بهمن‌
164,IRR1BHMN0101,N1,خودرو و ساخت قطعات,تابلو اصلي,BHMX1,Bahman Group-R,12964716133621704,ح . گروه‌بهمن‌
165,IRO1PKOD0001,N2,خودرو و ساخت قطعات,فهرست اوليه,PKOD1,Pars Khodro,42354736493447489,پارس‌ خودرو
166,IRR1PKOD0101,N2,خودرو و ساخت قطعات,فهرست اوليه,PKOX1,Pars Khodro-R,25449662823397465,ح . پارس‌ خودرو
167,IRO1SZPO0001,N2,خودرو و ساخت قطعات,فهرست اوليه,SZPO1,Sazeh Pouyesh,4758266259250794,سازه‌ پويش‌
168,IRR1SZPO0101,N2,خودرو و ساخت قطعات,فهرست اوليه,SZPX1,Sazeh Pouyesh-R,6803271730717705,ح . سازه‌ پويش‌
169,IRO1RTIR0001,N2,خودرو و ساخت قطعات,فهرست اوليه,RTIR1,I. T. Foundry,22903901709044823,ريخته‌گري‌ تراكتورسازي‌ ايران‌
170,IRR1RTIR0101,N1,خودرو و ساخت قطعات,تابلو فرعي,RTIX1,I. T. Foundry-R,41858326436945277,ح . ريخته‌گري‌ تراكتورسازي‌
171,IRO1RADI0001,N2,خودرو و ساخت قطعات,فهرست اوليه,RADI1,Iran Radiator,50185721305191887,رادياتور ايران‌
172,IRR1RADI0101,N2,خودرو و ساخت قطعات,فهرست اوليه,RADX1,Iran Radiator-R,2262715289665960,ح . رادياتور ايران‌
173,IRO1GHAT0001,N1,خودرو و ساخت قطعات,تابلو فرعي,GHAT1,Iran Auto-Parts,70289374539527245,قطعات‌ اتومبيل‌ ايران‌
174,IRR1GHAT0101,N1,خودرو و ساخت قطعات,تابلو فرعي,GHAX1,Iran Auto-Parts-R,56449205771773651,ح . قطعات‌ اتومبيل‌ ايران‌
175,IRO1CHAR0001,N1,خودرو و ساخت قطعات,تابلو فرعي,CHAR1,Charkheshgar,33783140337377394,چرخشگر
176,IRR1CHAR0101,N1,خودرو و ساخت قطعات,تابلو فرعي,CHAX1,Charkheshgar-R,14865390259501860,ح . چرخشگر
177,IRO1KRSN0001,N2,محصولات شيميايي,فهرست اوليه,KRSN1,Khorasan Petro.,43552974795606067,پتروشيمي خراسان
178,IRO1RIIR0001,N2,خودرو و ساخت قطعات,فهرست اوليه,RIIR1,Iran Casting,12752224677923341,صنايع‌ريخته‌گري‌ايران‌
179,IRR1RIIR0101,N2,خودرو و ساخت قطعات,فهرست اوليه,RIIX1,Iran Casting-R,12041217376571987,ح . صنايع‌ريخته‌گري‌ايران‌
180,IRO1RINM0001,N2,خودرو و ساخت قطعات,فهرست اوليه,RINM1,Mashad Wheel,45895339414786358,رينگ‌سازي‌مشهد
181,IRR1RINM0101,N2,خودرو و ساخت قطعات,فهرست اوليه,RINX1,Mashad Wheel-R,26142199530487668,ح . رينگ‌سازي‌مشهد
182,IRO1ZMYD0001,N1,خودرو و ساخت قطعات,تابلو فرعي,ZMYD1,Zamyad,2589887561569709,زامياد
183,IRR1ZMYD0101,N1,خودرو و ساخت قطعات,تابلو فرعي,ZMYX1,Zamyad-R,38005238879860126,ح . زامياد
184,IRO1FNAR0001,N2,خودرو و ساخت قطعات,فهرست اوليه,FNAR1,Zar Spring,32821908911812078,فنرسازي‌زر
185,IRR1FNAR0101,N2,خودرو و ساخت قطعات,فهرست اوليه,FNAX1,Zar Spring-R,24734871905109354,ح . فنرسازي‌زر
186,IRO1SIPA0001,N1,خودرو و ساخت قطعات,تابلو فرعي,SIPA1,Saipa,44891482026867833,سايپا
187,IRR1SIPA0101,N1,خودرو و ساخت قطعات,تابلو فرعي,SIPX1,Saipa-R,590761101519570,ح . سايپا
188,IRO1KHSH0001,N2,خودرو و ساخت قطعات,فهرست اوليه,KHSH1,E. Kh. Shargh,63915926161403347,الكتريك‌ خودرو شرق‌
189,IRR1KHSH0101,N2,خودرو و ساخت قطعات,فهرست اوليه,KHSX1,E. Kh. Shargh-R,36675444072965904,ح . الكتريك‌ خودرو شرق‌
190,IRO1SDRA0001,N2,پيمانكاري صنعتي,فهرست اوليه,SDRA1,SADRA,25165947991415904,حذف-صنعتي‌ دريايي‌ ايران‌
191,IRR1SDRA0101,N2,پيمانكاري صنعتي,فهرست اوليه,SDRX1,SADRA-R,17184779097179305,حذف-ح . صنعتي‌ دريايي‌ ايران‌
192,IRO1KFAN0001,N2,خودرو و ساخت قطعات,فهرست اوليه,KFAN1,Khavar Spring,28033133021443774,فنرسازي‌خاور
193,IRR1KFAN0101,N2,خودرو و ساخت قطعات,فهرست اوليه,KFAX1,Khavar Spring-R,61581369333689993,ح . فنرسازي‌خاور
194,IRO1KRIR0001,N1,خودرو و ساخت قطعات,تابلو فرعي,KRIR1,Irka Part,59217041815333317,ايركا پارت صنعت
195,IRR1KRIR0101,N1,خودرو و ساخت قطعات,تابلو فرعي,KRIX1,Irka Part -R,44678870441030319,ح.ايركا پارت صنعت
196,IRO1SPDZ0001,N2,خودرو و ساخت قطعات,فهرست اوليه,SPDZ1,Saipa Diesel,51922189364308501,سايپا ديزل‌
197,IRR1SPDZ0101,N2,خودرو و ساخت قطعات,فهرست اوليه,SPDX1,Saipa Diesel-R,46052543236360331,ح . سايپا ديزل‌
198,IRO1INDM0001,N2,خودرو و ساخت قطعات,فهرست اوليه,INDM1,Indamin,19257295292088310,كمك‌فنرايندامين‌
199,IRR1INDM0101,N2,خودرو و ساخت قطعات,فهرست اوليه,INDX1,Indamin-R,1852132120586484,ح . كمك‌فنرايندامين‌
200,IRO1GOST0001,N1,خودرو و ساخت قطعات,تابلو اصلي,GOST1,Iran Kh. Inv.,48990026850202503,گسترش‌سرمايه‌گذاري‌ايران‌خودرو
201,IRR1GOST0101,N1,خودرو و ساخت قطعات,تابلو اصلي,GOSX1,Iran Kh. Inv.-R,17237314339763699,ح . سرمايه‌گذاري‌ايران‌خودرو
202,IRO1LENT0001,N2,خودرو و ساخت قطعات,فهرست اوليه,LENT1,Iran Brake L.,14957056743925737,لنت‌ ترمزايران‌
203,IRR1LENT0101,N2,خودرو و ساخت قطعات,فهرست اوليه,LENX1,Iran Brake L.-R,36110870923892956,ح . لنت‌ ترمزايران‌
204,IRO1NMOH0001,N1,خودرو و ساخت قطعات,تابلو فرعي,NMOH1,Nirou Moharreke,39436183727126211,نيرو محركه‌
205,IRR1NMOH0101,N1,خودرو و ساخت قطعات,تابلو فرعي,NMOX1,Nirou Moharreke-R,37350268082014292,ح . نيرو محركه‌
206,IRO1TMKH0001,N1,خودرو و ساخت قطعات,تابلو فرعي,TMKH1,VAMCO,7457232989848872,توليدمحورخودرو
207,IRR1TMKH0101,N1,خودرو و ساخت قطعات,تابلو فرعي,TMKX1,VAMCO-R,71186910349639777,ح . توليدمحورخودرو
208,IRO1MHKM0001,N2,خودرو و ساخت قطعات,فهرست اوليه,MHKM1,Mehrcam Pars,17330546482145553,مهركام‌پارس‌
209,IRR1MHKM0101,N2,خودرو و ساخت قطعات,فهرست اوليه,MHKX1,Mehrcam Pars-R,50722377181482963,ح . مهركام‌پارس‌
210,IRO1MSTI0001,N1,خودرو و ساخت قطعات,تابلو فرعي,MSTI1,Motorsazan,57273529732791251,موتورسازان‌تراكتورسازي‌ايران‌
211,IRR1MSTI0101,N1,خودرو و ساخت قطعات,تابلو فرعي,MSTX1,Motorsazan-R,62221150547292335,ح . موتورسازان‌تراكتورسازي‌
212,IRO1MNSR0001,N2,خودرو و ساخت قطعات,فهرست اوليه,MNSR1,Nasir Machine,17834623106317041,مهندسي‌نصيرماشين‌
213,IRR1MNSR0101,N2,خودرو و ساخت قطعات,فهرست اوليه,MNSX1,Nasir Machine-R,13010835010902276,ح . مهندسي‌نصيرماشين‌
214,IRO1IKCO0001,N1,خودرو و ساخت قطعات,تابلو فرعي,IKCO1,Iran Khodro,65883838195688438,ايران‌ خودرو
215,IRR1IKCO0101,N2,خودرو و ساخت قطعات,فهرست اوليه,IKCX1,Iran Khodro-R,12088545433107773,ح . ايران‌ خودرو
216,IRO1MESI0001,N2,خودرو و ساخت قطعات,فهرست اوليه,MESI1,Iran Kh. A. M.,31879190587976736,محورسازان‌ايران‌خودرو
217,IRR1MESI0101,N2,خودرو و ساخت قطعات,فهرست اوليه,MESX1,Iran Kh. A. M.-R,23552683239901730,ح . محورسازان‌ايران‌خودرو
218,IRO1DABO0001,N2,مواد و محصولات دارويي,فهرست اوليه,DABO1,Abouraihan P.,61332057061846617,داروسازي‌ ابوريحان‌
219,IRR1DABO0101,N2,مواد و محصولات دارويي,فهرست اوليه,DABX1,Abouraihan P.-R,32679348534913643,ح . داروسازي‌ ابوريحان‌
220,IRO1DPAK0001,N2,مواد و محصولات دارويي,فهرست اوليه,DPAK1,Daroupakhsh P.,67988012428906654,كارخانجات‌داروپخش‌
221,IRR1DPAK0101,N2,مواد و محصولات دارويي,فهرست اوليه,DPAX1,Daroupakhsh P.-R,2501017203331667,ح . كارخانجات‌داروپخش
222,IRO1DOSE0001,N2,مواد و محصولات دارويي,فهرست اوليه,DOSE1,Osvah Pharm.,12387472624849835,داروسازي‌ اسوه‌
223,IRR1DOSE0101,N2,مواد و محصولات دارويي,فهرست اوليه,DOSX1,Osvah Pharm.-R,11936058301634784,ح . داروسازي‌ اسوه‌
224,IRO1DALZ0001,N1,مواد و محصولات دارويي,تابلو فرعي,DALZ1,Alborz Darou,60451823714332895,البرزدارو
225,IRR1DALZ0101,N1,مواد و محصولات دارويي,تابلو فرعي,DALX1,Alborz Darou-R,3362850293262749,ح . البرزدارو
226,IRO1AMIN0001,N1,مواد و محصولات دارويي,تابلو فرعي,AMIN1,Amin Pharm.,50100062518826135,داروسازي‌ امين‌
227,IRR1AMIN0101,N1,مواد و محصولات دارويي,تابلو فرعي,AMIX1,Amin Pharm.-R,41673962293011307,ح . داروسازي‌ امين‌
228,IRO1BDAN0001,N1,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,تابلو فرعي,BDAN1,Dana Insurance,48511238766369097,بيمه دانا
229,IRR1BDAN0101,N1,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,تابلو فرعي,BDAX1,Dana Insurance-R,46262771961973371,ح . بيمه دانا
230,IRO1PDRO0001,N2,مواد و محصولات دارويي,فهرست اوليه,PDRO1,Pars Darou,70474983732269112,پارس‌ دارو
231,IRR1PDRO0101,N2,مواد و محصولات دارويي,فهرست اوليه,PDRX1,Pars Darou-R,22026498789176614,ح . پارس‌ دارو
232,IRO1TMVD0001,N2,مواد و محصولات دارويي,فهرست اوليه,TMVD1,Daroupakhash I.,34641719089573667,توليدمواداوليه‌داروپخش‌
233,IRR1TMVD0101,N2,مواد و محصولات دارويي,فهرست اوليه,TMVX1,Daroupakhash I.-R,18154205800023055,ح . توليدمواداوليه‌داروپخش‌
234,IRO1THDR0001,N2,مواد و محصولات دارويي,فهرست اوليه,THDR1,Tehran Darou,26114418513020265,داروسازي‌ تهران‌ دارو
235,IRR1THDR0101,N2,مواد و محصولات دارويي,فهرست اوليه,THDX1,Tehran Darou-R,11929836650963758,ح . داروسازي‌ تهران‌ دارو
236,IRO1DJBR0001,N1,مواد و محصولات دارويي,تابلو اصلي,DJBR1,Jaber Hayan P.,33406621820337161,داروسازي‌ جابرابن‌حيان‌
237,IRR1DJBR0101,N1,مواد و محصولات دارويي,تابلو اصلي,DJBX1,Jaber Hayan P.-R,18079534829579164,ح . داروسازي‌ جابرابن‌حيان‌
238,IRO1DAML0001,N2,مواد و محصولات دارويي,فهرست اوليه,DAML1,Damloran Pharm.,66450490505950110,داروسازي زاگرس فارمد پارس
239,IRR1DAML0101,N2,مواد و محصولات دارويي,فهرست اوليه,DAMX1,Damloran Pharm.-R,21533807502850906,ح . داروسازي زاگرس فارمد پارس
240,IRO1DRZK0001,N2,مواد و محصولات دارويي,فهرست اوليه,DRZK1,Razak Lab.,22255783119783047,دارويي‌ رازك‌
241,IRR1DRZK0101,N2,مواد و محصولات دارويي,فهرست اوليه,DRZX1,Razak Lab.-R,38007943162762758,ح . دارويي‌ رازك‌
242,IRO1ROZD0001,N2,مواد و محصولات دارويي,فهرست اوليه,ROZD1,Rouz Darou P.,40262275031537922,داروسازي‌ روزدارو
243,IRR1ROZD0101,N2,مواد و محصولات دارويي,فهرست اوليه,ROZX1,Rouz Darou P.-R,63452629875913229,ح . داروسازي‌ روزدارو
244,IRO1DZAH0001,N2,مواد و محصولات دارويي,فهرست اوليه,DZAH1,Zahravi Phar.,8915450910866216,داروسازي‌زهراوي‌
245,IRR1DZAH0101,N2,مواد و محصولات دارويي,فهرست اوليه,DZAX1,Zahravi Phar.-R,48879205486884942,ح . ‌داروسازي‌زهراوي‌
246,IRO1DSOB0001,N1,مواد و محصولات دارويي,تابلو اصلي,DSOB1,Sobhan Pharm.,43622578471330344,گروه دارويي سبحان
247,IRR1DSOB0101,N1,مواد و محصولات دارويي,تابلو اصلي,DSOX1,Sobhan Pharm.-R,51063357877632134,ح .گروه دارويي سبحان
248,IRO1DSBH0001,N2,مواد و محصولات دارويي,فهرست اوليه,DSBH1,Sobhan Pharm,5866848234665627,سبحان دارو
249,IRR1DSBH0101,N2,مواد و محصولات دارويي,فهرست اوليه,DSBX1,Sobhan Pharm-R,36667862403660976,ح. سبحان دارو
250,IRO1DSIN0001,N2,مواد و محصولات دارويي,فهرست اوليه,DSIN1,Sina Darou Lab.,11432067920374603,داروسازي‌ سينا
251,IRR1DSIN0101,N2,مواد و محصولات دارويي,فهرست اوليه,DSIX1,Sina Darou Lab.-R,54299437423394846,ح . داروسازي‌ سينا
252,IRO1DDPK0001,N2,مواد و محصولات دارويي,فهرست اوليه,DDPK1,Daroupakhsh,33603212156438463,شيمي‌ داروئي‌ داروپخش‌
253,IRR1DDPK0101,N2,مواد و محصولات دارويي,فهرست اوليه,DDPX1,Daroupakhsh-R,16630588761222078,ح . شيمي‌ داروئي‌ داروپخش‌
254,IRO1ABDI0001,N2,مواد و محصولات دارويي,فهرست اوليه,ABDI1,Dr. Abidi Lab.,49054891736433700,لابراتوارداروسازي‌  دكترعبيدي‌
255,IRR1ABDI0101,N2,مواد و محصولات دارويي,فهرست اوليه,ABDX1,Dr. Abidi Lab.-R,7585208964980608,ح . داروسازي‌ دكترعبيدي‌
256,IRO1DFRB0001,N1,مواد و محصولات دارويي,تابلو فرعي,DFRB1,Farabi Pharm.,56550776668133562,داروسازي‌ فارابي‌
257,IRR1DFRB0101,N1,مواد و محصولات دارويي,تابلو فرعي,DFRX1,Farabi Pharm.-R,38285971158073841,ح . داروسازي‌ فارابي‌
258,IRO1FTIR0001,N2,مواد و محصولات دارويي,فهرست اوليه,FTIR1,Iran Parenteral,18303237082155264,فرآورده‌هاي‌ تزريقي‌ ايران‌
259,IRR1FTIR0101,N2,مواد و محصولات دارويي,فهرست اوليه,FTIX1,Iran Parenteral-R,54711449369613330,ح . فرآورده‌هاي‌ تزريقي‌
260,IRO1DKSR0001,N1,مواد و محصولات دارويي,تابلو فرعي,DKSR1,Kowsar Pharm.,23353689102956991,داروسازي‌ كوثر
261,IRR1DKSR0101,N1,مواد و محصولات دارويي,تابلو فرعي,DKSX1,Kowsar Pharm.-R,26314668128957507,ح . داروسازي‌ كوثر
262,IRO1KIMI0001,N1,مواد و محصولات دارويي,تابلو اصلي,KIMI1,Chimidarou,20024911381434086,كيميدارو
263,IRR1KIMI0101,N1,مواد و محصولات دارويي,تابلو اصلي,KIMX1,Chimidarou-R,43588544194911344,ح . كيميدارو
264,IRO1EXIR0001,N2,مواد و محصولات دارويي,فهرست اوليه,EXIR1,Exir Pharm.,4384288570322406,داروسازي‌ اكسير
265,IRR1EXIR0101,N2,مواد و محصولات دارويي,فهرست اوليه,EXIX1,Exir Pharm.-R,42538255636473499,ح . داروسازي‌ اكسير
266,IRO1DLGM0001,N2,مواد و محصولات دارويي,فهرست اوليه,DLGM1,Loghman Pharm.,29247915161590165,دارويي‌ لقمان‌
267,IRR1DLGM0101,N2,مواد و محصولات دارويي,فهرست اوليه,DLGX1,Loghman Pharm.-R,66766792660974984,ح . دارويي‌ لقمان‌
268,IRO1IRDR0001,N2,مواد و محصولات دارويي,فهرست اوليه,IRDR1,Iran Darou,69090868458637360,ايران‌دارو
269,IRR1IRDR0101,N2,مواد و محصولات دارويي,فهرست اوليه,IRDX1,Iran Darou-R,25752723009842207,ح . ‌ايران‌دارو
270,IRO1PRDS0001,N2,محصولات شيميايي,فهرست اوليه,PRDS1,Disshap Petr.,64988580376499833,ديس شپ
271,IRO1INFO0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو اصلي,INFO1,Inf. Services,40505767672724777,خدمات‌انفورماتيك‌
272,IRR1INFO0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو اصلي,INFX1,Inf. Services-R,45097391187425276,ح . خدمات‌انفورماتيك‌
273,IRO1EPRS0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,EPRS1,Parsian Ecommerc,41048299027409941,تجارت الكترونيك  پارسيان
274,IRR1EPRS0101,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,EPRX1,Parsian Ecommerc-R,49613772749166261,ح.تجارت الكترونيك پارسيان
275,IRO1TKIN0001,N2,خدمات فني و مهندسي,فهرست اوليه,TKIN1,Techinco,3823243780502959,كنترل‌خوردگي‌تكين‌كو
276,IRR1TKIN0101,N2,خدمات فني و مهندسي,فهرست اوليه,TKIX1,Techinco-R,1723099959084685,ح . كنترل‌خوردگي‌تكين‌كو
277,IRO1RKSH0001,N2,رايانه و فعاليت‌هاي وابسته به آن,فهرست اوليه,RKSH1,Etebari Iran Co,27952969918967492,كارت اعتباري ايران كيش
278,IRO1MAPN0001,N1,خدمات فني و مهندسي,تابلو اصلي,MAPN1,MAPNA,67126881188552864,گروه مپنا (سهامي عام)
279,IRR1MAPN0101,N1,خدمات فني و مهندسي,تابلو فرعي,MAPX1,MAPNA-R,49532101082369992,ح. گروه مپنا (سهامي عام)
280,IRO1ZPRS0001,N2,زراعت و خدمات وابسته,فهرست اوليه,ZPRS1,Pars Agro.,33420285433308219,ملي كشت و صنعت و دامپروري پارس
281,IRO1MAGS0001,N2,زراعت و خدمات وابسته,فهرست اوليه,MAGS1,Magsal Agri.,5054819322815158,كشاورزي‌ ودامپروي‌ مگسال‌
282,IRR1MAGS0101,N2,زراعت و خدمات وابسته,فهرست اوليه,MAGX1,Magsal Agri.-R,44723997362573824,ح . كشاورزي‌ ودامپروي‌ مگسال‌
283,IRO1ABIK0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ABIK1,Abiak Cement,70883594945615893,سيمان آبيك
284,IRO1AZRT0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,AZRT1,Azarit,28987829009893424,آذريت‌
285,IRR1AZRT0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,AZRX1,Azarit-R,35608558653140695,ح . آذريت‌
286,IRO1SDAB0001,N1,سيمان، آهك و گچ,تابلو فرعي,SDAB1,Darab Cement,4563413583000719,سيمان‌ داراب‌
287,IRR1SDAB0101,N1,سيمان، آهك و گچ,تابلو فرعي,SDAX1,Darab Cement-R,68002468728896305,ح . سيمان‌ داراب‌
288,IRO1SADB0001,N2,سيمان، آهك و گچ,فهرست اوليه,SADB1,Ardebil Cement,34890845654517313,سيمان آرتا اردبيل
289,IRR1SADB0101,N2,سيمان، آهك و گچ,فهرست اوليه,SADX1,Ardebil Cement-R,62781722479769997,ح . سيمان آرتا اردبيل
290,IRO1SURO0001,N1,سيمان، آهك و گچ,تابلو اصلي,SURO1,Oroumiyeh Cem.,15949743338644220,سيمان‌اروميه‌
291,IRR1SURO0101,N1,سيمان، آهك و گچ,تابلو اصلي,SURX1,Oroumiyeh Cem.-R,14983273215576895,ح . سيمان‌اروميه‌
292,IRO1SAVE0001,N2,سيمان، آهك و گچ,فهرست اوليه,SAVE1,Saveh Cement,25360782993370900,سيمان‌سفيدساوه‌
293,IRO1IRNT0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,IRNT1,Iranit,36531083140502478,ايرانيت‌
294,IRR1IRNT0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,IRNX1,Iranit-R,69885094622785625,ح . ايرانيت‌
295,IRO1SBOJ0001,N2,سيمان، آهك و گچ,فهرست اوليه,SBOJ1,Bojnourd Cement,66295665969375744,سيمان‌ بجنورد
296,IRR1SBOJ0101,N2,سيمان، آهك و گچ,فهرست اوليه,SBOX1,Bojnourd Cement-R,51223970438582603,ح . سيمان‌ بجنورد
297,IRO1SBHN0001,N2,سيمان، آهك و گچ,فهرست اوليه,SBHN1,Behbahan Cement,32525655729432562,سيمان‌ بهبهان‌
298,IRR1SBHN0101,N2,سيمان، آهك و گچ,فهرست اوليه,SBHX1,Behbahan Cement-R,2122354233695079,ح . سيمان‌ بهبهان‌
299,IRO1SEPK0001,N2,رايانه و فعاليت‌هاي وابسته به آن,فهرست اوليه,SEPK1,Saman-E-Kish,71856634742001725,پرداخت الكترونيك سامان كيش
300,IRO1SSEP0001,N1,سيمان، آهك و گچ,تابلو اصلي,SSEP1,Sepahan Cement,35669480110084448,سيمان‌سپاهان‌
301,IRR1SSEP0101,N1,سيمان، آهك و گچ,تابلو اصلي,SSEX1,Sepahan Cement-R,49361140703966185,ح . سيمان‌سپاهان‌
302,IRO1PRMT0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PRMT1,Permit,61436127547874135,پرميت
303,IRO1STEH0001,N1,سيمان، آهك و گچ,تابلو اصلي,STEH1,Tehran Cement,30829203706095076,سيمان‌ تهران‌
304,IRR1STEH0101,N1,سيمان، آهك و گچ,تابلو اصلي,STEX1,Tehran Cement-R,37577414956190228,ح . سيمان‌ تهران‌
305,IRO1SKHS0001,N2,سيمان، آهك و گچ,فهرست اوليه,SKHS1,Khash Cement,4470657233334072,سيمان‌خاش‌
306,IRR1SKHS0101,N2,سيمان، آهك و گچ,فهرست اوليه,SKHX1,Khash Cement-R,15467183288337240,ح . سيمان‌خاش‌
307,IRO1SKAZ0001,N1,سيمان، آهك و گچ,تابلو فرعي,SKAZ1,Khazar Cement,67327029014085707,سيمان‌ خزر
308,IRR1SKAZ0101,N1,سيمان، آهك و گچ,تابلو فرعي,SKAX1,Khazar Cement-R,63310105340116493,ح . سيمان‌ خزر
309,IRO1KHOC0001,N2,سيمان، آهك و گچ,فهرست اوليه,KHOC1,Khoozestan CE.,41974758296041288,سيمان خوزستان
310,IRR1KHOC0101,N2,سيمان، آهك و گچ,فهرست اوليه,KHOX1,Khoozestan CE-R,47827701898502941,ح . سيمان خوزستان
311,IRO1SDST0001,N2,سيمان، آهك و گچ,فهرست اوليه,SDST1,Dashtestan Ce.,27000326841257664,صنايع سيمان دشتستان
312,IRR1SDST0101,N2,سيمان، آهك و گچ,فهرست اوليه,SDSX1,Dashtestan Ce.-R,16566273757667380,ح .صنايع سيمان دشتستان
313,IRO1SDOR0001,N2,سيمان، آهك و گچ,فهرست اوليه,SDOR1,Doroud Cement,27218386411183410,سيمان‌ دورود
314,IRR1SDOR0101,N2,سيمان، آهك و گچ,فهرست اوليه,SDOX1,Doroud Cement-R,48424973017498692,ح . سيمان‌ دورود
315,IRO1SROD0001,N1,سيمان، آهك و گچ,تابلو اصلي,SROD1,Shahroud Cement,11964419322927535,سيمان‌شاهرود
316,IRR1SROD0101,N1,سيمان، آهك و گچ,تابلو اصلي,SROX1,Shahroud Cement-R,11183410572675415,ح . سيمان‌شاهرود
317,IRO1SSHR0001,N1,سيمان، آهك و گچ,تابلو فرعي,SSHR1,Shargh Cement,26997316501080743,سيمان‌ شرق‌
318,IRR1SSHR0101,N1,سيمان، آهك و گچ,تابلو اصلي,SSHX1,Shargh Cement-R,4351174618872221,ح . سيمان‌ شرق‌
319,IRO1SIMS0001,N1,سيمان، آهك و گچ,تابلو فرعي,SIMS1,Shomal Cement,6757220448540984,سيمان‌ شمال‌
320,IRR1SIMS0101,N1,سيمان، آهك و گچ,تابلو فرعي,SIMX1,Shomal Cement-R,23458117616920867,ح . سيمان‌ شمال‌
321,IRO1SEFH0001,N2,سيمان، آهك و گچ,فهرست اوليه,SEFH1,Isfahan Cement,10568944722570445,سيمان‌اصفهان‌
322,IRR1SEFH0101,N2,سيمان، آهك و گچ,فهرست اوليه,SEFX1,Isfahan Cement-R,41026060125059078,ح . سيمان‌اصفهان‌
323,IRO1SSOF0001,N1,سيمان، آهك و گچ,تابلو فرعي,SSOF1,Soufian Cement,13227300125161435,سيمان‌ صوفيان‌
324,IRR1SSOF0101,N1,سيمان، آهك و گچ,تابلو اصلي,SSOX1,Soufian Cement-R,2819110578357790,ح . سيمان‌ صوفيان‌
325,IRO1GDRS0001,N2,سيمان، آهك و گچ,فهرست اوليه,GDRS1,Ghadir Invest.,69456730984618304,توسعه سرمايه و صنعت غدير
326,IRO1SGRB0001,N1,سيمان، آهك و گچ,تابلو فرعي,SGRB1,Gharb Cement.,52220424531578944,سيمان‌غرب‌
