,0,1,2,3,4,5,6,7
327,IRR1SGRB0101,N1,سيمان، آهك و گچ,تابلو فرعي,SGRX1,Gharb Cement.-R,65932581790240568,ح . سيمان‌غرب‌
328,IRO1SFRS0001,N2,سيمان، آهك و گچ,فهرست اوليه,SFRS1,Fars Cement,41227201752535311,سيمان‌فارس‌
329,IRR1SFRS0101,N2,سيمان، آهك و گچ,فهرست اوليه,SFRX1,Fars Cement-R,53932269673520256,ح . سيمان‌فارس‌
330,IRO1SFKZ0001,N1,سيمان، آهك و گچ,تابلو اصلي,SFKZ1,F. & Kh. Cement,15521712617204216,سيمان فارس و خوزستان
331,IRR1SFKZ0101,N1,سيمان، آهك و گچ,تابلو اصلي,SFKX1,F. & Kh. Cement-R,20593887444073437,ح . سيمان فارس و خوزستان
332,IRO1FRDO0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,FRDO1,Doroud Farsit,62422436072345198,كارخانه‌فارسيت‌درود
333,IRR1FRDO0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,FRDX1,Doroud Farsit-R,40750005236994995,ح . كارخانه‌فارسيت‌درود
334,IRO1SFAS0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SFAS1,Ahwaz Farsit,20603404633598318,فارسيت‌ اهواز
335,IRR1SFAS0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SFAX1,Ahwaz Farsit-R,10716103455591194,ح . فارسيت‌ اهواز
336,IRO1SFNO0001,N1,سيمان، آهك و گچ,تابلو فرعي,SFNO1,Siman Fars Noe,4528607775462304,سيمان فارس نو
337,IRR1SFNO0101,N1,سيمان، آهك و گچ,تابلو فرعي,SFNX1,Siman Fars Noe-R,34774414473029882,ح . سيمان فارس نو
338,IRO1SGEN0001,N2,سيمان، آهك و گچ,فهرست اوليه,SGEN1,Qayen Cement,60654872678917533,سيمان‌ قائن‌
339,IRR1SGEN0101,N2,سيمان، آهك و گچ,فهرست اوليه,SGEX1,Qayen Cement-R,44969149970836673,ح . سيمان‌ قائن‌
340,IRO1SKRN0001,N2,سيمان، آهك و گچ,فهرست اوليه,SKRN1,Karoon Cement,23742726069035026,سيمان‌ كارون‌
341,IRR1SKRN0101,N2,سيمان، آهك و گچ,فهرست اوليه,SKRX1,Karoon Cement-R,24544113280557261,ح . سيمان‌ كارون‌
342,IRO1SKOR0001,N1,سيمان، آهك و گچ,تابلو فرعي,SKOR1,Kordesta Ce. Co.,65321970913593427,سيمان كردستان
343,IRR1SKOR0101,N1,سيمان، آهك و گچ,تابلو فرعي,SKOX1,Kordestan Cem.-R,67682387713029178,ح . سيمان كردستان
344,IRO1SKER0001,N1,سيمان، آهك و گچ,تابلو اصلي,SKER1,Kerman Cement,15472396110662150,سيمان‌ كرمان‌
345,IRR1SKER0101,N1,سيمان، آهك و گچ,تابلو اصلي,SKEX1,Kerman Cement-R,3037464497437282,ح . سيمان‌ كرمان‌
346,IRO1SMAZ0001,N2,سيمان، آهك و گچ,فهرست اوليه,SMAZ1,Mazandaran Cem.,33808206014018431,سيمان‌مازندران‌
347,IRR1SMAZ0101,N2,سيمان، آهك و گچ,فهرست اوليه,SMAX1,Mazandaran Cem.-R,36927349282989093,ح . سيمان‌مازندران‌
348,IRO1SSNR0001,N2,سيمان، آهك و گچ,فهرست اوليه,SSNR1,Neiriz Cement,14231831499205396,سيمان‌ سفيد ني‌ريز
349,IRR1SSNR0101,N2,سيمان، آهك و گچ,فهرست اوليه,SSNX1,Neiriz Cement-R,53536131398384570,ح . سيمان‌ سفيدني‌ريز
350,IRO1SHZG0001,N2,سيمان، آهك و گچ,فهرست اوليه,SHZG1,Hormozgan Cem.,29747059672582491,سيمان‌هرمزگان‌
351,IRR1SHZG0101,N2,سيمان، آهك و گچ,فهرست اوليه,SHZX1,Hormozgan Cem.-R,31159891095753824,ح . سيمان‌هرمزگان‌
352,IRO1SHGN0001,N1,سيمان، آهك و گچ,تابلو فرعي,SHGN1,Hegmatan Cement,41284516796232939,سيمان‌هگمتان‌
353,IRR1SHGN0101,N1,سيمان، آهك و گچ,تابلو فرعي,SHGX1,Hegmatan Cement-R,7486145189544149,ح . سيمان‌هگمتان‌
354,IRO1CIDC0001,N2,سيمان، آهك و گچ,فهرست اوليه,CIDC1,Cement INV. Co.,37281199178613855,سرمايه گذاري توسعه صنايع سيمان
355,IRR1CIDC0101,N2,سيمان، آهك و گچ,فهرست اوليه,CIDX1,Cement INV. Co.-R,34060949638085542,ح . س. توسعه صنايع سيمان
356,IRO1SYSM0001,N1,رايانه و فعاليت‌هاي وابسته به آن,تابلو فرعي,SYSM1,Hamkaran System Co,47749661205825616,همكاران سيستم
357,IRO1SEIL0001,N2,سيمان، آهك و گچ,فهرست اوليه,SEIL1,Ilam Cement,14617104402836487,سيمان‌ ايلام‌
358,IRR1SEIL0101,N2,سيمان، آهك و گچ,فهرست اوليه,SEIX1,Ilam Cement-R,48993230008229282,ح . سيمان‌ ايلام‌
359,IRO1FSIN0001,N2,شرکتهاي چند رشته اي صنعتي,فهرست اوليه,FSIN1,Investment Sina,2512214120008228,مالي و سرمايه گذاري سينا
360,IRO1PARK0001,N1,محصولات شيميايي,تابلو اصلي,PARK1,Shazand Petr.,7711282667602555,پتروشيمي شازند
361,IRR1PARK0101,N1,محصولات شيميايي,تابلو اصلي,PARX1,Shazand Petr.-R,63190039561056038,ح . پتروشيمي شازند
362,IRO1AMLH0001,N2,محصولات شيميايي,فهرست اوليه,AMLH1,Iran Amlah,16959429956899455,معدني‌ املاح‌  ايران‌
363,IRR1AMLH0101,N2,محصولات شيميايي,فهرست اوليه,AMLX1,Iran Amlah-R,14153483684603257,ح . معدني‌ املاح‌  ايران‌
364,IRO1PNTB0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,PNTB1,Tabriz.Oil.Refine,48753732042176709,پالايش نفت تبريز
365,IRR1PNTB0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,PNTX1,Tabriz.Oil.RefineR,7632696113249142,ح. پالايش نفت تبريز
366,IRO1PNBA0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو فرعي,PNBA1,B.A Oil Refinie,35366681030756042,پالايش نفت بندرعباس
367,IRO1NBEH0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NBEH1,Behran Oil,22667016906590506,نفت‌ بهران‌
368,IRR1NBEH0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NBEX1,Behran Oil-R,20300372560291314,ح . نفت‌ بهران‌
369,IRO1BMPS0001,N2,محصولات شيميايي,فهرست اوليه,BMPS1,Pars Int. Mfg.,61102694810476197,بين‌ المللي‌ محصولات‌  پارس‌
370,IRR1BMPS0101,N2,محصولات شيميايي,فهرست اوليه,BMPX1,Pars Int. Mfg.-R,9171279728707865,ح . بين‌ المللي‌محصولات پارس‌
371,IRO1PAKS0001,N1,محصولات شيميايي,تابلو فرعي,PAKS1,Paxan,11622051128546106,پاكسان‌
372,IRR1PAKS0101,N1,محصولات شيميايي,تابلو فرعي,PAKX1,Paxan-R,68629328102697289,ح . پاكسان‌
373,IRO1PABD0001,N1,محصولات شيميايي,تابلو فرعي,PABD1,Abadan Petr.,11640540339380126,پتروشيمي‌ آبادان‌
374,IRR1PABD0101,N1,محصولات شيميايي,تابلو فرعي,PABX1,Abadan Petr.-R,68134183978822839,ح . پتروشيمي‌ آبادان‌
375,IRO1PRDZ0001,N1,محصولات شيميايي,تابلو فرعي,PRDZ1,Pardis Petr.,20562694899904339,پتروشيمي پرديس
376,IRR1PRDZ0101,N1,محصولات شيميايي,تابلو فرعي,PRDX1,Pardis Petr. -R,45231878301843366,ح. پتروشيمي پرديس
377,IRO1PLAK0001,N2,محصولات شيميايي,فهرست اوليه,PLAK1,Iran Polyacryl,31920617569703557,پلي‌اكريل‌
378,IRR1PLAK0101,N2,محصولات شيميايي,فهرست اوليه,PLAX1,Iran Polyacryl-R,10549251453298737,ح . پلي‌اكريل‌
379,IRO1PPAM0001,N2,محصولات شيميايي,فهرست اوليه,PPAM1,Pars Pamchal,38417665293111458,پارس‌ پامچال‌
380,IRR1PPAM0101,N2,محصولات شيميايي,فهرست اوليه,PPAX1,Pars Pamchal-R,36597927530072864,ح . پارس‌ پامچال‌
381,IRO1PNES0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,PNES1,Isf. Oil Ref. Co.,7745894403636165,پالايش نفت اصفهان
382,IRR1PNES0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,PNEX1,Isf. Oil. Ref.-R,70885929611298658,ح . پالايش نفت اصفهان
383,IRO1PTEH0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,PTEH1,Palayesh Tehran,51617145873056483,پالايش نفت تهران
384,IRO1THSH0001,N2,مواد و محصولات دارويي,فهرست اوليه,THSH1,Tehran Chemical,49831372632909204,تهران‌ شيمي‌
385,IRR1THSH0101,N2,مواد و محصولات دارويي,فهرست اوليه,THSX1,Tehran Chemical-R,63950064557947536,ح . تهران‌ شيمي‌
386,IRO1TOPI0001,N2,محصولات شيميايي,فهرست اوليه,TOPI1,Tolypers,67422066034966650,تولي‌پرس‌
387,IRR1TOPI0101,N1,محصولات شيميايي,تابلو فرعي,TOPX1,Tolypers-R,32768389062627654,ح . تولي‌پرس‌
388,IRO1NJEY0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,NJEY1,Naft Jey Co.,30007580613586002,شركت نفت جي
389,IRO1PKHA0001,N1,محصولات شيميايي,تابلو اصلي,PKHA1,Khark Petr.,70934270174405743,پتروشيمي‌ خارك‌
390,IRR1PKHA0101,N1,محصولات شيميايي,تابلو اصلي,PKHX1,Khark Petr.-R,67424359693542598,ح . پتروشيمي‌ خارك‌
391,IRO1DODE0001,N2,محصولات شيميايي,فهرست اوليه,DODE1,Doode Sanati,40611478183231802,دوده‌ صنعتي‌ پارس‌
392,IRR1DODE0101,N2,محصولات شيميايي,فهرست اوليه,DODX1,Doode Sanati-R,32775115857585121,ح . دوده‌ صنعتي‌ پارس‌
393,IRO1SHRG0001,N2,محصولات شيميايي,فهرست اوليه,SHRG1,Rangin,55761337960556026,صنعتي‌ رنگين‌
394,IRR1SHRG0101,N2,محصولات شيميايي,فهرست اوليه,SHRX1,Rangin-R,31312374884749268,ح . صنعتي‌ رنگين‌
395,IRO1ZNGN0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,ZNGN1,Zangan Equip.,9049928781611298,تجهيزنيروي‌زنگان‌
396,IRR1ZNGN0101,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,ZNGX1,Zangan Equip.-R,27441338542049382,ح . تجهيزنيروي‌زنگان‌
397,IRO1SEPP0001,N2,فراورده هاي نفتي، كك و سوخت هسته اي,فهرست اوليه,SEPP1,Spahan Naft,49188729526980541,نفت سپاهان
398,IRO1TSAL0001,N2,محصولات شيميايي,فهرست اوليه,TSAL1,Herbicides Prod,26785345607979150,توليد سموم‌ علف‌ كش
399,IRR1TSAL0101,N2,محصولات شيميايي,فهرست اوليه,TSAX1,Herbicides Prod-R,56145524393016216,ح . توليد سموم‌ علف‌ كش
400,IRO1SHSI0001,N2,محصولات شيميايي,فهرست اوليه,SHSI1,Sina Chem. Ind.,30974710508383145,صنايع‌شيميايي‌سينا
401,IRR1SHSI0101,N2,محصولات شيميايي,فهرست اوليه,SHSX1,Sina Chem. Ind.-R,1860384396424573,ح . صنايع‌شيميايي‌سينا
402,IRO1PESF0001,N2,محصولات شيميايي,فهرست اوليه,PESF1,Isfahan Pertr.,14733297998516697,پتروشيمي‌ اصفهان‌
403,IRR1PESF0101,N2,محصولات شيميايي,فهرست اوليه,PESX1,Isfahan Pertr.-R,37397450502348400,ح . پتروشيمي‌ اصفهان‌
404,IRO1SHFA0001,N2,مواد و محصولات دارويي,فهرست اوليه,SHFA1,ShafaDarou Inv.,36899214178084525,سرمايه گذاري شفادارو
405,IRO1PFRB0001,N2,محصولات شيميايي,فهرست اوليه,PFRB1,Farabi Petr.,67965884006655065,پتروشيمي‌فارابي‌
406,IRR1PFRB0101,N2,محصولات شيميايي,فهرست اوليه,PFRX1,Farabi Petr.-R,6393093854932837,ح . پتروشيمي‌فارابي‌
407,IRO1SHFS0001,N2,محصولات شيميايي,فهرست اوليه,SHFS1,Fars Chem. Ind.,43781018754867729,صنايع‌ شيميايي‌ فارس‌
408,IRR1SHFS0101,N2,محصولات شيميايي,فهرست اوليه,SHFX1,Fars Chem. Ind.-R,33124462307941707,ح . صنايع‌ شيميايي‌ فارس‌
409,IRO1PFAN0001,N1,محصولات شيميايي,تابلو اصلي,PFAN1,Fanavaran Petr.,65122215875355555,پتروشيمي فناوران
410,IRR1PFAN0101,N1,محصولات شيميايي,تابلو اصلي,PFAX1,Fanavaran Petr.-R,55622199783443721,ح . پتروشيمي فناوران
411,IRO1CRBN0001,N2,محصولات شيميايي,فهرست اوليه,CRBN1,Iran Carbon,27308217070238237,كربن‌ ايران‌
412,IRR1CRBN0101,N1,محصولات شيميايي,تابلو فرعي,CRBX1,Iran Carbon-R,10157407031358922,ح . كربن‌ ايران‌
413,IRO1KAFF0001,N2,محصولات شيميايي,فهرست اوليه,KAFF1,Kaf,180774784936665,كف‌
414,IRR1KAFF0101,N2,محصولات شيميايي,فهرست اوليه,KAFX1,Kaf-R,68215194515227175,ح . كف‌
415,IRO1NKOL0001,N2,محصولات شيميايي,فهرست اوليه,NKOL1,NiroCholor,62177651435283872,نيروكلر
416,IRR1NKOL0101,N2,محصولات شيميايي,فهرست اوليه,NKOX1,NiroCholor-R,33505686728824629,ح . نيروكلر
417,IRO1GTSH0001,N2,محصولات شيميايي,فهرست اوليه,GTSH1,Goltash,44153164692325703,گلتاش‌
418,IRR1GTSH0101,N2,محصولات شيميايي,فهرست اوليه,GTSX1,Goltash-R,46167643644457680,ح . گلتاش‌
419,IRO1LEAB0001,N2,محصولات شيميايي,فهرست اوليه,LEAB1,Loabiran,39116664428676213,لعابيران‌
420,IRR1LEAB0101,N2,محصولات شيميايي,فهرست اوليه,LEAX1,Loabiran-R,66183408418816482,ح . لعابيران‌
421,IRO1SLVN0001,N2,محصولات شيميايي,فهرست اوليه,SLVN1,Pars Alvan Dye,14900251521017020,رنگ پارس الوان
422,IRO1MAVA0001,N2,محصولات شيميايي,فهرست اوليه,MAVA1,Fiber Prod.,29915504190030439,توليدمواداوليه الياف‌مصنوعي‌
423,IRR1MAVA0101,N2,محصولات شيميايي,فهرست اوليه,MAVX1,Fiber Prod.-R,13279993223440273,ح . مواداوليه‌الياف‌مصنوعي‌
424,IRO1NPRS0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NPRS1,Pars Oil,14073782708315535,نفت‌ پارس‌
425,IRR1NPRS0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NPRX1,Pars Oil-R,23142133203996048,ح . نفت‌ پارس‌
426,IRO1VASH0001,N2,محصولات شيميايي,فهرست اوليه,VASH1,Henkel Pakvash,46778692022402356,هنكل‌ پاك‌ وش‌
427,IRR1VASH0101,N2,محصولات شيميايي,فهرست اوليه,VASX1,Henkel Pakvash-R,36875068201975202,ح . هنكل‌ پاك‌ وش‌
428,IRO1SHOY0001,N2,محصولات شيميايي,فهرست اوليه,SHOY1,Behshahr Ind.,3493306453706327,مديريت صنعت شوينده ت.ص.بهشهر
429,IRO1PSHZ0001,N1,محصولات شيميايي,تابلو اصلي,PSHZ1,Shiraz Petr.,38568786927478796,پتروشيمي‌شيراز
430,IRR1PSHZ0101,N1,محصولات شيميايي,تابلو اصلي,PSHX1,Shiraz Petr.-R,19717343975708874,ح . پتروشيمي‌شيراز
431,IRO1SSIN0001,N2,محصولات شيميايي,فهرست اوليه,SSIN1,Iran Chem. Ind.,35796086458096255,س. صنايع‌شيميايي‌ايران
432,IRR1SSIN0101,N2,محصولات شيميايي,فهرست اوليه,SSIX1,Iran Chem. Ind.-R,8992202615765020,ح . س. صنايع‌شيميايي‌ايران‌
433,IRO1PIAZ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,PIAZ1,Piazar Agro.,35158826900216508,كشت‌وصنعت‌پياذر
434,IRR1PIAZ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,PIAX1,Piazar Agro.-R,22096199430853991,ح . كشت‌وصنعت‌پياذر
435,IRO1KLBR0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KLBR1,Kalber Dairy,24303422207378456,لبنيات‌كالبر
436,IRR1KLBR0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KLBX1,Kalber Dairy-R,55490250330757201,ح . لبنيات‌كالبر
437,IRO1SBEH0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,SBEH1,Behshahr Ind.,42387718866026650,صنعتي‌ بهشهر
438,IRR1SBEH0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,SBEX1,Behshahr Ind.-R,17080537778426884,ح . صنعتي‌ بهشهر
439,IRO1BEPP0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BEPP1,Behpaak,29650505265356603,بهپاك‌
440,IRR1BEPP0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BEPX1,Behpaak-R,10125150304958552,ح . بهپاك‌
441,IRO1BENN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BENN1,Behnoush Iran,17059960254855208,بهنوش‌ ايران‌
442,IRR1BENN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BENX1,Behnoush Iran-R,38770731314949641,ح . بهنوش‌ ايران‌
443,IRO1LPAK0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,LPAK1,Pak Dairy,34032872653290886,لبنيات‌ پاك‌
444,IRR1LPAK0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,LPAX1,Pak Dairy-R,6544645716121372,ح . لبنيات‌ پاك‌
445,IRO1MINO0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MINO1,Pars Minoo,18401147983387689,پارس‌ مينو
446,IRR1MINO0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MINX1,Pars Minoo-R,13308396407628501,ح . پارس‌ مينو
447,IRO1CHCH0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,CHCH1,Chin Chin,44850033148208596,كشت‌ و صنعت‌ چين‌ چين
448,IRR1CHCH0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,CHCX1,Chin Chin-R,13083555452743181,ح . كشت‌ و صنعت‌ چين‌ چين
449,IRO1KDPS0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KDPS1,P. Animal Feed,2254054929817435,خوراك‌  دام‌ پارس‌
450,IRR1KDPS0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KDPX1,P. Animal Feed-R,52139501202126140,ح . خوراك‌ دام‌ پارس‌
451,IRO1DMOR0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,DMOR1,Dasht Morghab,2434703913394836,دشت‌ مرغاب‌
452,IRR1DMOR0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,DMOX1,Dasht Morghab-R,59887874326934221,ح . دشت‌ مرغاب‌
453,IRO1SASN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SASN1,Sasan,51229318675210816,ساسان‌
454,IRR1SASN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SASX1,Sasan-R,40309575177709730,ح . ساسان‌
455,IRO1SLMN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SLMN1,Salemin Factory,28672095850798501,سالمين‌
456,IRR1SLMN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SLMX1,Salemin Factory-R,48926251886441092,ح . ‌سالمين‌
457,IRO1SHPZ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHPZ1,W. Azar. Pegah,59921975187856916,پگاه‌آذربايجان‌غربي‌
458,IRR1SHPZ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHPX1,W. Azar. Pegah-R,2705253775088582,ح . ‌پگاه‌آذربايجان‌غربي‌
459,IRO1SPKH0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPKH1,Kh. Pegah Dairy,31791737198597563,شيرپاستوريزه‌پگاه‌خراسان‌
460,IRR1SPKH0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPKX1,Kh. Pegah Dairy-R,15581863918201593,ح . شيرپاستوريزه‌پگاه‌خراسان‌
461,IRO1SPPE0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPPE1,I. Pegah Dairy,61506294208022391,شيرپاستوريزه‌پگاه‌اصفهان‌
462,IRR1SPPE0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPPX1,I. Pegah Dairy-R,20272770791380597,ح . شيرپاستوريزه‌پگاه‌اصفهان‌
463,IRO1SHAD0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHAD1,Shahdiran Inc.,20487994977117557,شهد ايران‌
464,IRR1SHAD0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHAX1,Shahdiran Inc.-R,36771749618541632,ح . شهد ايران‌
465,IRO1GORJ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GORJ1,Gorji Biscuit,31024260997481994,بيسكويت‌  گرجي‌
466,IRR1GORJ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GORX1,Gorji Biscuit-R,53482856220074779,ح . بيسكويت‌ گرجي‌
467,IRO1GCOZ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GCOZ1,Glucosan,22299894048845903,گلوكوزان‌
468,IRR1GCOZ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GCOX1,Glucosan-R,30551124291517887,ح . گلوكوزان‌
469,IRO1MRGN0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MRGN1,Margarin,52975109254504632,مارگارين‌
470,IRR1MRGN0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MRGX1,Margarin-R,50773402681099358,ح . مارگارين‌
471,IRO1MRAM0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,MRAM1,Mahram Mfg.,6131290133202745,توليدي‌مهرام‌
472,IRR1MRAM0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,MRAX1,Mahram Mfg.-R,63552922113415543,ح . توليدي‌مهرام‌
473,IRO1RNAB0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,RNAB1,Naab Ind.,29631596152440287,روغن‌ نباتي‌ ناب‌
474,IRR1RNAB0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,RNAX1,Naab Ind.-R,27576096486410105,ح . روغن‌ نباتي‌ ناب‌
475,IRO1NOSH0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,NOSH1,Noush Maz.,48619517949257749,نوش‌ مازندران‌
476,IRR1NOSH0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,NOSX1,Noush Maz.-R,10134751929001651,ح . نوش‌مازندران‌
477,IRO1KIVN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KIVN1,Keivan,21940781391333638,كيوان‌
478,IRR1KIVN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KIVX1,Keivan-R,69848800705652106,ح . كيوان‌
479,IRO1AZAB0001,N2,ساخت محصولات فلزي,فهرست اوليه,AZAB1,Azarab Ind.,38547060135156069,صنايع‌ آذرآب‌
480,IRR1AZAB0101,N2,ساخت محصولات فلزي,فهرست اوليه,AZAX1,Azarab Ind.-R,68708769838923502,ح . صنايع‌ آذرآب‌
481,IRO1MARK0001,N2,ساخت محصولات فلزي,فهرست اوليه,MARK1,Arak M. Mfg.,20865316761157979,ماشين‌ سازي‌ اراك‌
482,IRR1MARK0101,N2,ساخت محصولات فلزي,فهرست اوليه,MARX1,Arak M. Mfg.-R,67073295895957349,ح . ماشين‌ سازي‌ اراك‌
483,IRO1PKLJ0001,N2,محصولات شيميايي,فهرست اوليه,PKLJ1,Khalij Fars,25244329144808274,صنايع پتروشيمي خليج فارس
484,IRO1KSIM0001,N1,فلزات اساسي,تابلو اصلي,KSIM1,Calcimine,66701874099226162,كالسيمين‌
